id,label,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,categorical_feature_1,categorical_feature_2,categorical_feature_3
0,2,1.8344914455064252,-0.3711988572671,-0.30915853467193355,-0.016083543349577976,0.6060888237972886,2.332601220107343,1.5384816220239965,0.7658452593954256,4.100521749343476,-1.8492031476813267,0.30793855052342956,16.170709295217954,6.65689229584032,-0.44525954267130463,-0.32288744990923296,-2.2633360972354866,-0.219700711785982,0.0020958223282754227,0.15057928907427787,-0.08183141492107306,-1.1697464859378799,-0.2483175643382554,0.7872625666630478,-1.0008346087195783,0.26961908856989797,B,B,A
1,3,,0.3936431251060771,-0.012786009141353909,0.1927543579652686,0.21446356204245948,4.659628797811827,-0.21655435006534618,0.74940202021716,-1.6058644943771792,-24.5275677773979,-0.6475446497062145,3.075271143769189,-7.4174915536110655,0.559129877829535,-0.8023403840870312,-0.9142492297766288,-0.12525797841751568,,-0.2141753165275027,-0.3608475654537284,-1.9655881219341944,0.06802532453183421,-0.5062442215393995,2.1395656690748317,0.26284289934759325,A,B,D
2,2,5.991127127666814,0.5686364879880791,0.12858817646069368,-0.056320780455073445,0.7301532384369495,1.6286457804932035,0.4269159069977843,0.5128118669904846,-5.498064844456052,32.374697975001595,0.19955709861540458,6.3448625063854145,-7.925511333255351,0.8465821636164881,1.599580106156614,-0.3127709852931724,-0.4507074097097583,0.07571505461013786,-0.9693831374495808,-0.20040152934248626,-1.650081111515785,0.023206947345104586,0.010742896081906985,-4.10019460008251,1.395816923478362,C,A,C
3,3,-0.020312379800226245,0.12395708384969166,-0.33387488845927865,0.048680846392159076,0.07929178203768773,-0.6077125251254537,1.4429570547211634,-0.8154914808470719,-0.4720148560743701,-12.988362539149094,0.06477222161904596,1.6884850417071644,2.843173864722428,0.09411960752365772,0.27428554208797246,0.7395149916906569,0.06279306521462087,0.05916349805845157,0.14529098401014484,-0.3174510159089077,-0.29288584748649027,0.4207916113467815,0.6601008641003351,1.155975314337137,1.1266401295477324,B,D,
4,2,4.104250646469758,0.20279063271197137,-0.10839285535981422,-0.1930226594378876,0.08211358373828054,3.8915857679647696,0.3484190354864496,0.4424999284483432,0.8382219444651,17.802590927275,-0.03477727948465518,-11.294688424629001,-4.856651932279641,-0.47570340775155884,-0.5124642637676189,0.44512655242982796,-0.020767916049680608,0.0008916126516188001,-0.752399257772734,-0.1783953687449398,-2.2039884921502537,-0.06464502443479146,0.00731663497632477,3.103652189362328,1.0191316558811547,F,B,A
5,4,-0.3678525432173292,0.24432229151845244,0.2158368332796119,-0.10971661405531033,-0.6550935083282363,-0.9111019551880633,0.15301295927999772,0.2700472721820512,0.23675719280583268,-8.486998209191244,0.040885392231034934,3.135893991434726,2.545361475125168,0.8355472798983408,0.07698136423304268,0.7025251330605891,-0.268107008520543,-0.010945297619207569,0.4236905337143019,-0.08323921521957671,-0.8129531863842052,0.09787898298251775,0.6628673227175068,2.385217120443075,0.29630395171950225,C,A,A
6,4,-3.266113518311109,0.13407765523759357,-0.043360344206342334,-0.12661057394874287,-0.35262347631628954,-6.320219421833416,-0.04713574124107767,-1.0498508737489771,-2.453000729511342,-9.82901138398976,0.06445095319730591,4.138076904623056,-0.22136147572205117,-0.256494798538124,-1.8503915083606701,0.31714889175767114,0.24728460716356057,0.0338441985412817,0.027527582775444814,0.5390271753718188,-1.3217730831193164,-0.27259569941200984,0.535658439531604,,-0.14974081265580846,F,A,
7,4,-5.952946937377875,0.13158644422374088,0.3012733819494029,-0.028246396798234548,-0.39087470018519327,-1.4695189735306657,0.4159829191670022,-0.10334020816322849,-4.57340907123762,-4.419501436124171,0.10124466047511055,4.417821268385229,-1.5409598067744787,-0.40765971444699306,1.514132901713317,-0.956406597912229,0.2653068966339344,-0.14441454424522843,0.406738505710304,0.2611154261473532,-0.38233753765389955,-0.10461059170878415,0.8445130954181916,-0.6032614062752212,0.7399785651507667,E,B,C
8,3,-2.700067812086638,0.1689065773780106,0.30251280840388683,-0.0010812005858894976,-0.8152157382775278,1.176508170543325,-1.4267807611484757,0.05467882636161519,2.7466043260035438,-11.234594894592083,-0.14774733540277465,0.3824022181636174,-11.310167856534637,0.06908620189717729,0.7273781893948483,-1.7551254031844714,-0.4390184712970711,0.3405671756105904,-0.8012818692405963,-0.10397240194213976,2.3982743371620625,0.33588942464788724,-1.132469815578807,1.0491754419393498,-0.05120919004486519,F,B,A
9,2,-4.811203180404207,0.570501505734279,0.23893876368620934,0.08378631251515495,-0.8503064866806926,-11.896939924191491,-1.04985028967194,0.6863338312667288,1.6645306600368948,24.637894535323227,0.3050565587342324,-4.568796357443384,-0.23693916662872339,-0.22976378999185684,-1.2937569823050645,0.44222385424397753,0.3448231034154525,0.20333948808349347,0.2092428390379985,-0.004510779036502171,0.7101090439691381,0.2281930101715529,-0.31060252548817824,0.8364894932298074,0.16002790626396327,B,A,A
10,0,7.321627356843546,-0.0005422138433803864,0.21142581208315683,0.1075487192770246,-1.445033100582982,-5.713644809926795,-1.3140630367326245,-0.5535629509075204,1.8731823253266957,12.448917583940014,0.29988788129593247,0.09189364494956649,2.622209819519616,0.18571090231931875,-1.4492876112014075,-0.3580457108156242,0.010240967531055625,-0.044928502694752355,0.16240684662787416,-0.03160716106696218,0.6151366703455355,0.026246330395211424,0.6030531937332055,-1.5200930510246689,-0.5474953540975754,E,,C
11,2,1.934524404127947,-0.14259307899907636,0.31634313467439984,-0.10062474607272923,0.5425223863538315,2.177570455829602,2.9195268660797233,-0.5478591069677441,-0.21341514673557702,,-0.09370119957730329,0.14997485618690243,-4.759461270774121,0.39830900194563823,2.4353324078384,1.0438357186019052,-0.21764037600069705,0.2806907297973252,1.1485567592157138,0.012294701868656258,0.3098914058602334,0.17367329709253743,0.9938957603930322,-3.352989494623235,-1.0944161402811954,F,A,C
12,4,5.3121917023808,-0.3117977906993784,0.12780652668198828,-0.05549266647162047,-0.4328316982165405,-5.093069866794865,-0.452815429431254,1.4925785052807539,0.0941067837385901,-10.30001195902797,-0.040401511179249845,4.805877292623848,-2.507565892597011,0.3371707257523817,-2.6816433542341724,0.5299297571401951,-0.39033665491007025,-0.19870198866589173,0.20518359849653345,,1.764297747897705,-0.08150582389482282,0.060557013167478156,2.4959933782393535,-0.5873400644241557,C,D,E
13,2,5.733609862139181,-0.3425962557068613,0.248601966426089,0.03759727070780625,-0.3471015107432577,6.221256030720708,-0.1487518337394243,-2.541680925700416,6.122023481190701,-7.062353972729666,0.08917770677180968,-4.29724033142556,4.647692680190942,-0.8940580513307952,-0.11042714730970092,1.6690613224495803,-0.08135273949125604,0.12050551789912227,0.09968705242235994,0.6073089818312623,-1.7996339857781742,0.12669237355383245,0.5436935094952634,-1.3543484273364343,-0.39707523477978296,A,C,D
14,1,-8.309825795061586,0.3594449132787961,0.05611125673535871,0.05771195820991224,-1.1058585510643102,-2.096298159352966,-0.46918129910253825,-0.8950464824921048,6.515597856079952,-8.409349899698753,0.7837752440976474,-0.9639734136570565,5.816709618443496,-0.7262820361627955,1.0140760783352527,-1.550202744186954,-0.23079195517148768,-0.029062332919455192,0.030502046014072005,-0.14822690398780056,-1.925058960389928,-0.0467341953425983,0.09524262237829806,-6.021037376930189,-0.9639566300069103,B,C,
15,2,-1.9867969371858767,0.13685799942839716,0.2578205990415483,0.08228086342632919,1.8285887752319205,5.567258288758782,2.722415779744384,-0.9662711535238466,,0.9365771394719233,0.21614557383742647,1.154114972025344,18.37476109745823,0.16642859650297925,0.77858697226385,-1.8574086323538614,0.4529183412363937,-0.03774625378460284,0.8299413515580074,0.17280401993920336,-1.7783294389815019,-0.21521512355156966,0.775989188517513,-5.574678399095605,0.749661491045918,C,D,C
16,3,6.595138147980554,-0.044037086385866155,0.18729526299991,-0.010817264764463153,0.44011657467760734,0.30981375079512824,-1.2512778432424476,-1.0774850587192473,7.838103877398732,20.713489174322177,-0.32339485614041136,-1.7015410565896907,12.574673092392644,1.1800650170006093,2.002755782680575,-0.581266479199159,0.5208637222412273,-0.03217545150747402,1.3081886299013386,-0.016126300573549843,4.907151691252987,0.1485624116397893,1.3791293818833605,2.61603920211136,0.3833572614190023,F,A,A
17,4,3.2579514595263226,0.32354614085943334,-0.286710916385964,0.020956522710414777,-0.3771505188857514,-6.733251032567207,1.0205956967034815,0.8462505179305675,3.6257203162439184,-24.52814237838324,0.3622403250656398,-1.9172129167244132,2.8764703946319363,-0.463961696752142,-3.2256440515290787,1.7421298784241877,-0.5295620326306801,-0.11394116634702187,0.7669986321944335,-0.015384887515722078,2.8212987114031134,0.08423167380458536,-0.012810450843996334,2.7232338765002573,0.6783973119572023,E,D,C
18,3,4.92057289611133,0.09215063061436986,-0.19852538376255835,-0.04125046734281043,1.1257926881517757,-0.02836173684916263,0.11443452928118379,-0.2646474738095942,1.2553132767059343,8.891334294748841,-0.3389945296104654,6.333574858457476,6.144143619825193,0.4330915988322902,-0.08063575761878486,-2.6929914609104397,0.5991087892005428,0.03929794344248519,-0.3392060464329168,-0.12967452037548038,0.5877881035334136,-0.007825750810335716,0.5612496909069323,-2.270037277312564,-0.8951270133534869,D,D,E
19,3,4.5340452760938765,-0.07479110266517497,-0.6416459917027526,0.071403717415907,0.6533248223442859,-1.192458679055698,0.9387440996131768,-0.8691973809461516,0.6689642882270469,-18.09257255781233,0.12636815374634988,5.842576402815392,5.127969481048166,-0.37051047459349984,-0.47002107801187276,-0.04548907902572644,0.7200986901629657,0.08621191285389436,0.2215427510260103,0.22416948226823902,0.8228147844801952,0.17696493817353476,-0.3580618091138158,-0.5911370999911569,-0.7418282155526326,C,A,C
20,4,1.2765811254305242,0.01594582762253465,0.0881845288521892,-0.03341722549426951,0.04536495435292875,3.057332057007603,-0.7899589177146892,-0.4392827417251834,-1.7674548261863356,-3.733676668334071,0.12414377310051147,0.21266554027896672,6.149503966028356,0.36904004546465774,-3.0087066753113696,2.171716437183387,-0.1848533768252585,0.13417600563142598,0.5952226341142164,,-1.5965399709280932,0.014762833717678099,-0.23168082140947707,0.45511113811270393,0.11809393472071011,A,,
21,3,,0.1988293538594503,-0.18329031893226203,-0.07488830510163362,-1.327938832881625,-1.6031357469487073,-0.36504736888363787,0.08307234415876809,-0.5881982075464257,-7.881533182164676,0.2942607502356499,-0.7240492849383674,0.4359140071582334,0.2703126856668119,1.1647100866496034,,0.07214956172591985,0.028982556847569046,0.8291538250786203,0.027959544918442155,-1.3800881325535752,-0.034706782191928166,-0.40671331235146907,1.585678963196013,0.616426197870264,E,D,A
22,2,-2.538694038979528,0.1586373217604692,0.13794367834384758,0.02084440910251535,-1.468922836456998,0.1583396331581682,-0.7900232246954191,0.18733126685227985,-0.5101918547793339,16.715324824995186,-0.0718354375062778,0.14872638899914142,2.2245108325772476,0.7417545131451533,2.027166597749135,2.007998211357791,-0.16435692206605354,-0.040953053238772456,0.4964033918377576,-0.17688745655069416,-3.6808078966741,-0.04471420644450502,0.012322360630785078,1.783135076774493,-0.48991137765175463,E,A,C
23,2,-1.345290222104346,0.21349848201413466,-0.23972315072871492,0.031341579788126635,-1.3021988846225803,1.8373009815587953,0.45894094207167935,-2.095405353999953,-4.466634917489771,-7.18049669357333,0.19348692950566443,3.5811427028563956,-4.640457383260627,0.9882973484660564,-0.3813380642451736,0.5091525379297045,0.45489807084404765,-0.1531682851022625,-0.6029387463309333,-0.322935939717115,-1.5843510390900408,-0.19717733184891548,-0.9040776205312416,3.935452256746785,0.27262810933722537,C,,
